,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
11221,khalid,love lies (with normani),0,45Egmo7icyopuzJN0oMEdk,0.493,0.928,2,-9.755,1,0.101,0.0353,1.29e-06,0.496,0.386,113.109,285015,4
11222,hozier,shrike,0,083PU4XnYAOMAGVruma3vb,0.285,0.825,1,-7.049,0,0.0466,0.000826,0.0,0.268,0.516,164.611,223533,4
11223,gregory alan isakov,chemicals,0,6Eyt039etvBOx2V612yu4y,0.493,0.866,0,-5.665,1,0.0976,0.00178,2.23e-05,0.0775,0.489,131.06,271520,4
11224,mipso,people change,0,5VYOUBkObeGOnCt30YDTJ3,0.479,0.822,4,-6.412,0,0.0444,0.00434,4.76e-06,0.0843,0.562,130.035,255720,4
11225,rosie carney,thousand (feat. lisa hannigan),0,2QlPMIhutG3WHV26Eza8u9,0.328,0.938,9,-7.241,1,0.083,0.0165,0.0016,0.0835,0.762,171.707,249133,4
11226,darlingside,old friend,0,5v2nPcapVA5eXClN6pSKCy,0.49,0.86,7,-5.284,0,0.0573,0.132,0.0,0.215,0.795,132.673,241893,4
11227,meadows,the only boy awake,0,4tRt91OQSbE9eFA3RwgqSd,0.619,0.751,7,-11.568,0,0.0417,0.0113,7.87e-05,0.123,0.532,126.079,265333,4
11228,dead horses,turntable,0,0Dp07EA5ybveKSUE27CuEd,0.562,0.991,7,-2.654,1,0.0745,0.0373,1.14e-05,0.425,0.266,118.004,263560,4
11229,donovan woods,"portland, maine",0,12niARgkwxGsklcEwh6GlG,0.468,0.743,0,-10.846,1,0.0325,0.00819,8.34e-05,0.369,0.651,156.099,241800,4
11230,joy williams,the trouble with wanting,0,5ZUObJNpVt2l9GogUSfALc,0.606,0.879,0,-5.203,1,0.0358,0.0101,0.000709,0.363,0.404,115.072,281667,4
11231,austin basham,all is well,0,3KAQ4xe2sR6IiltZw8HSA5,0.509,0.935,6,-3.633,1,0.0493,0.00864,1.17e-06,0.255,0.501,148.062,238200,4
11232,peter bradley adams,my arms were always around you,0,53iFMaNUXn6Oj8hUIKSO5a,0.5,0.946,5,-5.428,1,0.072,0.0221,4.21e-05,0.068,0.449,94.542,194987,4
11233,kina grannis,for now,0,3xvF7KX1QTImJERKQhlpVB,0.537,0.9,9,-11.88,1,0.0301,0.00575,0.000156,0.2,0.549,132.742,222467,4
11234,the paper kites,arms,0,4EXvl9cypQrKVYwabqd1EY,0.445,0.768,4,-8.836,1,0.0347,0.0127,2.58e-06,0.0925,0.32,112.796,318227,4
11235,julie byrne,follow my voice,0,3yQ7OQoOtzVgBNEJ8i7Vcs,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133,4
11236,eddie berman,untamed,0,6uGCeKQehERWqyxICGhMwd,0.372,0.857,5,-7.816,0,0.0461,0.0604,9.42e-05,0.187,0.389,146.084,312400,4
11237,jason isbell and the 400 unit,if we were vampires,0,250RLekaiL1q9qZer975Eg,0.303,0.961,9,-5.333,0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120,4
11238,quiet arrows,find a way,0,7upud4NlWW4U4C0ngg84qU,0.542,0.839,3,-4.404,0,0.0487,4.91e-05,0.0,0.0471,0.611,121.026,273013,4
11239,harrison storm,sense of home,0,6oImxt6z8HDS56epRgOi0I,0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,227800,4
11240,shannon lay,recording 15,0,6YKyA96vWcOmcW62bd4M5F,0.547,0.454,7,-12.571,0,0.0251,0.0761,0.0015,0.145,0.308,148.064,258787,4
11241,rosemary & garlic,old now,0,3IVALWwWuGL5p3W6cPtjDH,0.466,0.922,0,-7.847,0,0.157,0.0871,0.000838,0.69,0.201,91.122,318200,4
11242,john paul white,hate the way you love me,0,2ICMOgpboUzD1EcxkUS9qz,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747,4
11243,the ballroom thieves,bees,0,13otFWMHR8dlJ73XnSEW8y,0.616,0.807,8,-11.4,1,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,235360,4
11244,old sea brigade,love brought weight,0,66deoxrDAEK7Qg1p0Vioxe,0.508,0.727,0,-6.159,1,0.0346,0.0475,3.86e-05,0.0869,0.249,121.323,344613,4
11245,john smith,far too good,0,1WUHeOPayLKPMG35uBJVUj,0.601,0.859,5,-5.264,1,0.0276,0.000359,0.00124,0.0871,0.446,125.144,258027,4
11246,wild child,sinking ship,0,3pC8tUjIZPORslYYmJbJcz,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,4
11247,the lumineers,visions of china,0,5yWCq9N7kIy6DpqXnGilSG,0.523,0.832,4,-7.364,0,0.0508,0.00783,0.0,0.201,0.507,125.32,231707,4
11248,dan auerbach,never in my wildest dreams,0,3MJov5mT64K42o1Rffhblq,0.571,0.727,8,-6.358,1,0.0716,0.196,3.97e-05,0.21,0.321,126.581,240893,4
11249,aisha badru,waiting around,0,6fWBQnyz8GrH0neN1IsBRc,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867,4
11250,allman brown,sweetest thing,0,3SiRNvjdZGx9TGqabi2ywu,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,4
11251,lydia luce,sausalito,0,7dbkkve2z5PQ0Jy3e1KixE,0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,197160,4
11252,craig cardiff,dirty old town,0,3sPpEYjRGQYV0XOjy4pYqh,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,312360,4
11253,brandon jenner,burning ground,0,0tI5KZkvFiYrm9B3E33ucH,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,4
11254,haux,sister,0,0HFBVwKtD5kBrQQseDwagJ,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,4
11255,holly throsby,aeroplane,0,2kipERgqD2j3zw9B4l9J6a,0.476,0.528,4,-8.216,1,0.0299,0.174,0.0,0.193,0.349,77.253,209907,4
11256,villagers,nothing arrived - live from spotify london,0,0TQ8ZHFhrbH9I0WRjIzOCQ,0.482,0.211,3,-14.518,1,0.0318,0.803,1.36e-05,0.154,0.158,116.902,211000,4
11257,ryan montbleau,i was just leaving,0,2P7d62DM2Q1A9i6kkc4rgl,0.559,0.308,0,-11.75,1,0.0376,0.505,0.0,0.109,0.414,113.633,217747,4
11258,donovan woods,it'll work itself out,0,1S0VsP2UnnOudyXtzwkVNE,0.627,0.873,7,-5.415,1,0.0311,0.00804,0.000583,0.0555,0.628,123.113,147279,4
11259,lord huron,the night we met,0,0QZ5yyl6B6utIWkxeBDxQN,0.729,0.818,2,-9.992,1,0.0732,0.157,0.284,0.195,0.906,125.814,267000,4
11260,passenger,simple song,0,70HWRkitkAKfos500LBk0T,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173,4
11261,leon bridges,river,0,3hhbDnFUb2bicI2df6VurK,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107,4
11262,tall heights,back to autumn,0,3TdZbELsPLWYZAArGSfwyQ,0.456,0.894,9,-4.602,1,0.037,0.458,0.485,0.0695,0.926,151.333,241991,4
11263,ira wolf,sunscreen,0,1SW3jQ5cIOLNINk9YAaX9h,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,4
11264,glen hansard,why woman,0,7Kjh6A5voYQ1rFFnYEbYq6,0.354,0.62,8,-9.632,0,0.0557,0.0833,0.00797,0.0832,0.184,132.526,314027,4
11265,the white buffalo,i am the moon,0,0GQPSWoRGfwshYYv5nW5Ct,0.456,0.696,5,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,428133,4
11266,jade bird,what am i here for,0,5qLAeqSwTN5Cdrpjs6TnG6,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,4
11267,phoebe bridgers,scott street,0,21uFPefbgeR3QLVJWATlrr,0.324,0.265,2,-13.398,1,0.0302,0.0732,0.341,0.366,0.208,133.568,226667,4
11268,william fitzsimmons,fortune - acoustic,0,2M1bgJpUPjfKhHLIIfzGtX,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,382297,4
11269,lisa hannigan,fall,0,0HFqPzJYCZgQYuqNX0HDJm,0.411,0.572,4,-9.688,1,0.0307,0.281,0.627,0.0701,0.569,184.787,213400,3
11270,shakey graves,if not for you (demo),0,3HUCTp20rxqMnCtdyU7JgU,0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,211973,4
11271,the sweet remains,moving in slow motion,0,1JzJFYOlNFISoz28z5t20x,0.477,0.479,7,-11.887,0,0.0483,0.0649,0.029,0.0906,0.662,122.531,396187,4
11272,valerie june,with you - a sweet little love song demo,0,1RbhQxFFJM7QNKALY5JebS,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,511400,4
11273,the cave singers,distant sures,0,7vLWnCf4KEbde9pG4mHqd8,0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,354774,4
11274,lowland hum,vedauwoo,0,7f34NzgqC100aAxrtwurEi,0.62,0.559,2,-10.568,1,0.037,0.716,0.435,0.133,0.527,129.4,345680,4
11275,kina grannis,memory,0,71LSC33usUbGagAuhtq8Gx,0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,307493,4
11276,kelly mcfarling,records,0,5OJEYeJhPaczY1BQFZ2yIv,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
11277,the black atlantic,i shall cross this river,0,6cqDd14HpSZJqUxaRiLXKF,0.613,0.0457,0,-26.398,1,0.0337,0.937,0.642,0.0991,0.093,99.524,192146,4
11278,aaron espe,making all things new,0,6VwAh8Z1d5YKoSWoEaV4db,0.41,0.761,4,-9.453,0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,510573,4
11279,au/ra,concrete jungle - acoustic,0,6RGkwhDLaHxWWXY0jn1jFv,0.694,0.577,4,-14.63,1,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733,4
11280,joseph & maia,sleep,0,403VIBIMPMakYoRni8SrzK,0.421,0.661,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,341627,4
11281,liza anne,i am not in love anymore,0,1IcwyDAAdo5mYIC5ujB9sz,0.344,0.79,2,-7.456,1,0.0983,0.0823,0.0017,0.187,0.202,133.186,1233667,4
11282,charlie cunningham,lights off,0,0kmm2zTSQZoNuNd1lZ0Sbl,0.644,0.799,4,-10.856,0,0.0598,0.0821,0.00154,0.055,0.889,108.381,246573,4
11283,joshua hyslop,the flood,0,5wQci5VCUjdbKnRD61XYwu,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293,238973,4
11284,lori mckenna,the time i've wasted,0,1JtvwshkJMxfm4oRhJp93C,0.625,0.35,9,-8.395,0,0.0436,0.398,6.76e-05,0.123,0.69,113.688,163893,4
11285,henry jamison,real peach,0,6p4mASLulKdpNFLxQhs0ff,0.549,0.916,4,-4.185,0,0.034,0.0049,0.123,0.104,0.632,127.131,219400,4
11286,terrible sons,tears don't fall,0,2T3whAdkzXCT58yFXsZgjm,0.638,0.686,0,-9.876,1,0.0366,0.314,0.23,0.0678,0.766,126.045,256360,4
11287,meadowlark,fly - acoustic,0,2YVK7RkwslK62gTCWboDPM,0.617,0.461,5,-14.485,0,0.0434,0.15,0.0147,0.12,0.828,93.852,288400,4
11288,sufjan stevens,the only thing,0,17UVxL0MYEmKzXppfUL5in,0.623,0.91,9,-8.448,1,0.0384,0.319,0.000448,0.081,0.745,145.624,195307,4
11289,isbells,dreamer,0,2l1MgIheVpFWjK41vWZMku,0.435,0.657,5,-8.868,1,0.0545,0.00983,0.00748,0.0923,0.209,118.704,467640,4
11290,caroline spence,all the beds i've made (acoustic),0,10jrqgyC1u81RhIgtLUfdR,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840,4
11291,dodie,sick of losing soulmates,0,4hjbxjZpJ8H6qRCzDOGI0M,0.319,0.661,0,-8.548,1,0.0334,0.0389,0.0039,0.886,0.325,106.189,826813,4
11292,hiss golden messenger,"caledonia, my love",0,1LSmrP15hHFzGjqsEwx301,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4
11293,jaimi faulkner,early morning coffee cups,0,04TvtzVrd7FufnY5KJLXzO,0.377,0.778,4,-6.658,1,0.0827,0.453,0.0,0.571,0.218,117.238,289373,4
11294,marc scibilia,summer clothes (acoustic),0,1TUPVZvzEg7M2kU7QfLZwm,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,4
11295,seafret,oceans,0,5eXnC2B5RU5fAhfwvV2ABD,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,4
11296,peter oren,falling water,0,3utGvl3eIT0lwJNVoGmuR0,0.68,0.53,11,-13.105,0,0.0889,0.417,0.011,0.0559,0.352,124.551,266013,4
11297,bright eyes,first day of my life,0,0eBryM7ePQH3Klt3jz8xZd,0.423,0.834,9,-5.498,0,0.037,0.0129,0.00113,0.164,0.606,113.876,501213,4
11298,ray lamontagne,jolene,0,2fSIF8CJhoc9CJhF9vJDXp,0.326,0.872,2,-7.602,1,0.122,0.214,0.0,0.461,0.492,173.381,508333,4
11299,austin basham,sounds like help,0,4mSE4jo6Ra9by8r8XTZ7OK,0.533,0.964,2,-4.816,1,0.0706,0.000861,0.0169,0.233,0.36,110.959,289972,4
11300,langhorne slim,life is confusing,0,4sYjFmNN8Vv2Rjg8jhwrSX,0.334,0.854,4,-7.531,0,0.0494,0.00235,0.00114,0.158,0.284,100.175,397768,4
11301,lucy dacus,...familiar place,0,0rHMGnd6wIgaF67ANAVdyC,0.367,0.445,9,-13.615,0,0.0286,0.0478,0.00284,0.163,0.149,67.197,287400,4
11302,caamp,so cool,0,2nYQesG48vqC0KKn9yPY1Y,0.512,0.947,9,-5.659,0,0.0401,0.000692,0.114,0.0283,0.612,117.461,256933,4
11303,tuvaband,unknown,0,3cK6EDdflOk0PZhknPevxg,0.607,0.86,7,-8.994,1,0.0335,0.000354,0.0232,0.263,0.34,99.072,205467,4
11304,i am oak,woandering,0,5E9uahV1IHYZ4qyJMvgpkp,0.494,0.933,2,-5.977,1,0.0808,0.0434,0.00108,0.228,0.507,121.201,316867,4
11305,ásgeir,on that day,0,6eyVUxq9s2fKFQSJzOFhW3,0.397,0.776,5,-6.339,1,0.0381,0.0983,4.09e-06,0.189,0.127,76.301,239667,4
11306,joshua burnside,blood drive,0,61LQHbRMwcAMmviq0x61Db,0.505,0.631,9,-10.433,0,0.038,0.0203,2.21e-05,0.141,0.835,118.178,237467,4
11307,schuyler fisk,fall apart today,0,7jKxEGp0zXkwbFTWHHtsdC,0.263,0.759,0,-7.288,1,0.0431,0.0555,0.0,0.231,0.429,179.904,284496,4
11308,josienne clarke and ben walker,something familiar,0,0f6kIw55bvFxVGQuxY41Jr,0.681,0.773,2,-6.051,1,0.058,0.181,1.84e-05,0.311,0.547,120.276,236640,4
11309,iron & wine,call it dreaming,0,1MxHIIzcTeFnaNsDGY3pfj,0.722,0.54,0,-14.025,1,0.0303,0.028,0.00319,0.133,0.608,131.676,322897,4
11310,joseph,stay awake,0,62rklOfzm38YWoFJ2URSYz,0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056,308667,4
11311,sarah jarosz,build me up from bones,0,1I9dSqB5XSdwOfn9M8zpRg,0.384,0.535,9,-9.939,1,0.0289,0.238,0.00045,0.0533,0.232,132.445,354640,4
11312,water liars,let it breathe,0,52uKQxYJKHpYz0DEwKLltI,0.568,0.939,7,-7.127,1,0.0466,0.00267,0.0464,0.0863,0.498,145.999,194840,4
11313,brooke annibale,answers,0,2EGmolGiLgX4i34ceFZfIc,0.57,0.931,4,-5.78,0,0.0503,0.0429,0.0,0.375,0.4,105.37,247307,4
11314,the woodlands,sudden love (acoustic),0,0jzybKEorzfrq1zhu72lG0,0.491,0.957,11,-3.67,1,0.096,0.00853,0.000879,0.371,0.635,158.067,223733,4
11315,robert ellis,gentle on my mind,0,2nX2TPYt4QOuRdCfbPFq9o,0.476,0.901,8,-6.751,1,0.0975,0.0642,0.158,0.0557,0.109,91.955,353787,4
11316,sera cahoone,up to me,0,7HQTrJe9q9yxirrbdNAMcM,0.449,0.907,4,-3.41,1,0.0355,0.0107,0.0,0.272,0.815,128.913,209173,4
11317,johnny horton,the battle of new orleans,1,0dwpdcQkeZqpuoAPYD49N3,0.679,0.866,0,-6.053,1,0.0635,0.00376,3.1e-05,0.312,0.785,124.324,201400,4
11318,bobby darin,mack the knife,1,3E5ndyOfO6vFDEIE42HA8o,0.524,0.886,9,-9.154,1,0.0385,0.00566,0.00182,0.331,0.511,132.446,235733,4
11319,lloyd price,personality,1,7JI1MoBWRQAZFTL5FxrQla,0.295,0.68,1,-6.126,0,0.0445,0.0197,2.5e-05,0.125,0.338,156.517,260680,4
11320,frankie avalon,venus,1,5kqXQHIgQ6UfFP9LfqPNgG,0.493,0.928,2,-9.755,1,0.101,0.0353,1.29e-06,0.496,0.386,113.109,285015,4
11321,paul anka,lonely boy,1,4kh2S9hRpPvoF9JkwZcYGN,0.285,0.825,1,-7.049,0,0.0466,0.000826,0.0,0.268,0.516,164.611,223533,4
11322,bobby darin,dream lover,1,1KLpjQFgubHI3GkAICCNH3,0.493,0.866,0,-5.665,1,0.0976,0.00178,2.23e-05,0.0775,0.489,131.06,271520,4
11323,the browns,the three bells,1,5xghdTMuqQPqtDJ0bn3zkn,0.479,0.822,4,-6.412,0,0.0444,0.00434,4.76e-06,0.0843,0.562,130.035,255720,4
11324,the fleetwoods,come softly to me,1,603N4XGJUTbK760GLCvIIs,0.328,0.938,9,-7.241,1,0.083,0.0165,0.0016,0.0835,0.762,171.707,249133,4
11325,wilbert harrison,kansas city,1,4GvyP7CnBJEV2t7L7vOkjw,0.49,0.86,7,-5.284,0,0.0573,0.132,0.0,0.215,0.795,132.673,241893,4
11326,the fleetwoods,mr. blue,1,7zz3ezo2E8fcurzviw3uzP,0.619,0.751,7,-11.568,0,0.0417,0.0113,7.87e-05,0.123,0.532,126.079,265333,4
11327,santo & johnny,sleep walk,1,0yK8sWD6cfrc7pGfaPIcZH,0.562,0.991,7,-2.654,1,0.0745,0.0373,1.14e-05,0.425,0.266,118.004,263560,4
11328,paul anka,put your head on my shoulder,1,2DpJ9T2RVRanZcYFHKOAfA,0.468,0.743,0,-10.846,1,0.0325,0.00819,8.34e-05,0.369,0.651,156.099,241800,4
11329,lloyd price,stagger lee,1,7qoaMWT3eRCKG1RN6dVuOY,0.606,0.879,0,-5.203,1,0.0358,0.0101,0.000709,0.363,0.404,115.072,281667,4
11330,ritchie valens,donna,1,5jjrPdeClupQkNkGR1sth7,0.509,0.935,6,-3.633,1,0.0493,0.00864,1.17e-06,0.255,0.501,148.062,238200,4
11331,dodie stevens,pink shoe laces,1,2DifRe6kiKZjeB1IqFl2jJ,0.5,0.946,5,-5.428,1,0.072,0.0221,4.21e-05,0.068,0.449,94.542,194987,4
11332,the platters,smoke gets in your eyes,1,2vSxjnyrWrtxyfzO47EX6q,0.537,0.9,9,-11.88,1,0.0301,0.00575,0.000156,0.2,0.549,132.742,222467,4
11333,the coasters,charlie brown,1,6XmMrl2iJhX1ytLrYEcrMu,0.445,0.768,4,-8.836,1,0.0347,0.0127,2.58e-06,0.0925,0.32,112.796,318227,4
11334,martin denny,quiet village,1,3ZI49HJE66dhI3EvYHDqSz,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133,4
11335,carl dobkins jr.,my heart is an open book,1,4qtJYd4XZAYSTEcTqerc5v,0.372,0.857,5,-7.816,0,0.0461,0.0604,9.42e-05,0.187,0.389,146.084,312400,4
11336,the everly brothers,(till) i kissed you,1,4BMhwvrqMUSm65RRB0RAEa,0.303,0.961,9,-5.333,0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120,4
11337,phil phillips,sea of love,1,4gUDdUr5yK0JGlR49zSRVt,0.542,0.839,3,-4.404,0,0.0487,4.91e-05,0.0,0.0471,0.611,121.026,273013,4
11338,dave cortez,the happy organ,1,6fOxrKUo3f9OX2z6YrBpwy,0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,227800,4
11339,lloyd price,i'm gonna get married,1,3ewKZmCc9WuIs31e37YGdi,0.547,0.454,7,-12.571,0,0.0251,0.0761,0.0015,0.145,0.308,148.064,258787,4
11340,the impalas,sorry (i ran all the way home),1,6nii2N9mhMpEXzYZHMCnX2,0.466,0.922,0,-7.847,0,0.157,0.0871,0.000838,0.69,0.201,91.122,318200,4
11341,dion and the belmonts,a teenager in love,1,0QGwOFQChzflLAmPq5NwKo,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747,4
11342,the crests,16 candles,1,4MCaKCnmJe3RWiu0zic1tD,0.616,0.807,8,-11.4,1,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,235360,4
11343,brook benton,it's just a matter of time,1,0YsKaqgFYvAKl0Ukx83pLK,0.508,0.727,0,-6.159,1,0.0346,0.0475,3.86e-05,0.0869,0.249,121.323,344613,4
11344,connie francis,lipstick on your collar,1,6k9j9Fn10bsv107KJtDJnh,0.601,0.859,5,-5.264,1,0.0276,0.000359,0.00124,0.0871,0.446,125.144,258027,4
11345,the drifters,there goes my baby,1,2s4B4fUlVIkE4ELgoupjXL,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,4
11346,elvis presley,a big hunk o' love,1,6PUsG2iMvCjnPFLjydO1RR,0.523,0.832,4,-7.364,0,0.0508,0.00783,0.0,0.201,0.507,125.32,231707,4
11347,johnny and the hurricanes,red river rock,1,643QHUvRNchbEDfcDvMILB,0.571,0.727,8,-6.358,1,0.0716,0.196,3.97e-05,0.21,0.321,126.581,240893,4
11348,stonewall jackson,waterloo,1,3YXPyakTFaoVS2ffimogLR,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867,4
11349,sammy turner,lavender blue,1,0caUJLmlwj27eOHjeC4nzg,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,4
11350,elvis presley,(now and then there's) a fool such as i,1,2TGiDvXSDPCcBTfaMtmsRc,0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,197160,4
11351,the virtues,guitar boogie shuffle,1,6CIHxvT7MnSGsJLCoihLtV,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,312360,4
11352,sandy nelson,teen beat,1,0b6gDFi2UJhDDFk3vOIHxL,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,4
11353,edd byrnes & connie stevens,"kookie, kookie (lend me your comb)",1,4mTRI1GgULY7tYo7WS9nbb,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,4
11354,thomas wayne,tragedy,1,7HX8vPJ5pGW7ZjSGsQym5Y,0.476,0.528,4,-8.216,1,0.0299,0.174,0.0,0.193,0.349,77.253,209907,4
11355,connie francis,my happiness,1,3Caxz7mxX1pTWlxCYH1aV3,0.482,0.211,3,-14.518,1,0.0318,0.803,1.36e-05,0.154,0.158,116.902,211000,4
11356,freddy cannon,tallahassee lassie,1,1gXh30Ymqk0FzWRebHQQAN,0.461,0.275,10,-12.331,1,0.0259,0.745,0.000219,0.126,0.124,93.126,268293,4
11357,fabian,tiger,1,79XxOR7ZN4gPgw7Vo7H816,0.627,0.873,7,-5.415,1,0.0311,0.00804,0.000583,0.0555,0.628,123.113,147279,4
11358,ricky nelson,never be anyone else but you,1,0snHlyyyUp2hKYEz7ffmkx,0.729,0.818,2,-9.992,1,0.0732,0.157,0.284,0.195,0.906,125.814,267000,4
11359,della reese,don't you know?,1,3yIBU17cLkuB8tKMymOLvX,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173,4
11360,elvis presley,i need your love tonight,1,1SoFz4D2PWB98avdJnt0XD,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107,4
11361,dinah washington,what a diff'rence a day makes,1,66iKqUazBbTlAEjcZrpDkD,0.456,0.894,9,-4.602,1,0.037,0.458,0.485,0.0695,0.926,151.333,241991,4
11362,bill parsons,the all american boy,1,2JXQ9QIe9TaaHpCt0mORyO,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,4
11363,jerry wallace,primrose lane,1,1GgsJZXorTaAxn1kmXraMB,0.354,0.62,8,-9.632,0,0.0557,0.0833,0.00797,0.0832,0.184,132.526,314027,4
11364,the chipmunks,alvin's harmonica,1,4aqEPeDRi8EXbOxFwIoaJ8,0.456,0.696,5,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,428133,4
11365,andy williams,lonely street,1,4vzwzP3O4ihgi4FdewHMsb,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,4
11366,ray charles,what'd i say,1,5yQ9iMZXGcr5rlO4hoLsP4,0.324,0.265,2,-13.398,1,0.0302,0.0732,0.341,0.366,0.208,133.568,226667,4
11367,sarah vaughan,broken hearted melody,1,43zIzwzVqI51alZlyKbKi4,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,382297,4
11368,franck pourcel,only you (and you alone),1,5j2CmmhSyI0qQHoKBTWVck,0.411,0.572,4,-9.688,1,0.0307,0.281,0.627,0.0701,0.569,184.787,213400,3
11369,billy grammer,gotta travel on,1,3HynxUWKnm7rtzjVkyXoHu,0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,211973,4
11370,the coasters,poison ivy,1,5sbN2KexToBTtNiuhwysxo,0.477,0.479,7,-11.887,0,0.0483,0.0649,0.029,0.0906,0.662,122.531,396187,4
11371,fabian,turn me loose,1,69giDdJ1HI4Tty5C8Y2Jwt,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,511400,4
11372,jackie wilson,lonely teardrops,1,6TYR3IVgIwDK6ydc2EPEQq,0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,354774,4
11373,andy williams,hawaiian wedding song,1,0gPX8VCqSEnYhIMHvqGUr7,0.62,0.559,2,-10.568,1,0.037,0.716,0.435,0.133,0.527,129.4,345680,4
11374,duane eddy,forty miles of bad road,1,7vvIRamaiahhhXnFzA6wbB,0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,307493,4
11375,frankie avalon,just ask your heart,1,2kvGBpbSelWMg69ZUNkQ7i,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
11376,travis and bob,tell him no,1,6pXCcKNNODIWoaL0ZfRDfu,0.613,0.0457,0,-26.398,1,0.0337,0.937,0.642,0.0991,0.093,99.524,192146,4
