,Title,Artist,Year
1925,"We Will Rock You"" / ""We Are the Champions",Queen,1978
1926,Baker Street,Gerry Rafferty,1978
1927,Can't Smile Without You,Barry Manilow,1978
1928,"Too Much, Too Little, Too Late",Johnny Mathis & Deniece Williams,1978
1929,Dance With Me,Peter Brown,1978
1930,Two Out of Three Ain't Bad,Meat Loaf,1978
1931,Jack And Jill,Raydio,1978
1932,Take a Chance on Me,ABBA,1978
1933,Sometimes When We Touch,Dan Hill,1978
1934,Last Dance,Donna Summer,1978
1935,Hopelessly Devoted to You,Olivia Newton-John,1978
1936,Hot Blooded,Foreigner,1978
1937,You're in My Heart (The Final Acclaim),Rod Stewart,1978
1938,The Closer I Get to You,Roberta Flack & Donny Hathaway,1978
1939,Dust in the Wind,Kansas,1978
1940,Magnet and Steel,Walter Egan,1978
1941,Short People,Randy Newman,1978
1942,Use ta Be My Girl,The O'Jays,1978
1943,Our Love,Natalie Cole,1978
1944,Love Will Find a Way,Pablo Cruise,1978
1945,An Everlasting Love,Andy Gibb,1978
1946,Love Is in the Air,John Paul Young,1978
1947,Goodbye Girl,David Gates,1978
1948,Slip Slidin' Away,Paul Simon,1978
1949,The Groove Line,Heatwave,1978
1950,Thunder Island,Jay Ferguson,1978
1951,Imaginary Lover,Atlanta Rhythm Section,1978
1952,Still the Same,Bob Seger & The Silver Bullet Band,1978
1953,My Angel Baby,Toby Beau,1978
1954,Disco Inferno,The Trammps,1978
1955,On Broadway,George Benson,1978
1956,Come Sail Away,Styx,1978
1957,(Every Time I Turn Around) Back in Love Again,L.T.D.,1978
1958,This Time I'm in It for Love,Player,1978
1959,You Belong to Me,Carly Simon,1978
1960,Here You Come Again,Dolly Parton,1978
1961,Blue Bayou,Linda Ronstadt,1978
1962,Peg,Steely Dan,1978
1963,You Needed Me,Anne Murray,1978
1964,Shame,"Evelyn ""Champagne"" King",1978
1965,Reminiscing,Little River Band,1978
1966,Count On Me,Jefferson Starship,1978
1967,Baby Hold On,Eddie Money,1978
1968,Hey Deanie,Shaun Cassidy,1978
1969,Summer Nights,John Travolta & Olivia Newton-John,1978
1970,What's Your Name,Lynyrd Skynyrd,1978
1971,Don't It Make My Brown Eyes Blue,Crystal Gayle,1978
1972,Because the Night,Patti Smith Group,1978
1973,Every Kinda People,Robert Palmer,1978
1974,Copacabana,Barry Manilow,1978
1975,Always and Forever,Heatwave,1978
1976,You and I,Rick James,1978
1977,Serpentine Fire,"Earth, Wind & Fire",1978
1978,Sentimental Lady,Bob Welch,1978
1979,Falling,LeBlanc & Carr,1978
1980,Don't Let Me Be Misunderstood,Santa Esmeralda,1978
1981,Bluer Than Blue,Michael Johnson,1978
1982,Running on Empty,Jackson Browne,1978
1983,Whenever I Call You 'Friend',Kenny Loggins & Stevie Nicks,1978
1984,Fool (If You Think It's Over),Chris Rea,1978
1985,Get Off,Foxy,1978
1986,Sweet Talkin' Woman,Electric Light Orchestra,1978
1987,Life's Been Good,Joe Walsh,1978
1988,I Love the Nightlife,Alicia Bridges,1978
1989,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,1978
1990,It's So Easy,Linda Ronstadt,1978
1991,Native New Yorker,Odyssey,1978
1992,Flash Light,Parliament,1978
1993,Don't Look Back,Boston,1978
1994,Turn to Stone,Electric Light Orchestra,1978
1995,I Can't Stand the Rain,Eruption,1978
1996,Ebony Eyes,Bob Welch,1978
1997,The Name of the Game,ABBA,1978
1998,We're All Alone,Rita Coolidge,1978
1999,Hollywood Nights,Bob Seger & The Silver Bullet Band,1978
2000,Deacon Blues,Steely Dan,1978
2001,My Sharona,The Knack,1979
2002,Bad Girls,Donna Summer,1979
2003,Le Freak,Chic,1979
2004,Da Ya Think I'm Sexy?,Rod Stewart,1979
2005,Reunited,Peaches & Herb,1979
2006,I Will Survive,Gloria Gaynor,1979
2007,Hot Stuff,Donna Summer,1979
2008,Y.M.C.A.,Village People,1979
2009,Ring My Bell,Anita Ward,1979
2010,Sad Eyes,Robert John,1979
2011,Too Much Heaven,Bee Gees,1979
2012,MacArthur Park,Donna Summer,1979
2013,When You're in Love with a Beautiful Woman,Dr. Hook,1979
2014,Makin' It,David Naughton,1979
2015,Fire,The Pointer Sisters,1979
2016,Tragedy,Bee Gees,1979
2017,A Little More Love,Olivia Newton-John,1979
2018,Heart of Glass,Blondie,1979
2019,What a Fool Believes,The Doobie Brothers,1979
2020,Good Times,Chic,1979
2021,You Don't Bring Me Flowers,Neil Diamond & Barbra Streisand,1979
2022,Knock on Wood,Amii Stewart,1979
2023,Stumblin' In,Suzi Quatro & Chris Norman,1979
2024,Lead Me On,Maxine Nightingale,1979
2025,Shake Your Body (Down to the Ground),The Jacksons,1979
2026,Don't Cry Out Loud,Melissa Manchester,1979
2027,The Logical Song,Supertramp,1979
2028,My Life,Billy Joel,1979
2029,Just When I Needed You Most,Randy VanWarmer,1979
2030,You Can't Change That,Raydio,1979
2031,Shake Your Groove Thing,Peaches & Herb,1979
2032,I'll Never Love This Way Again,Dionne Warwick,1979
2033,Love You Inside Out,Bee Gees,1979
2034,I Want You to Want Me,Cheap Trick,1979
2035,The Main Event/Fight,Barbra Streisand,1979
2036,Mama Can't Buy You Love,Elton John,1979
2037,I Was Made for Dancin',Leif Garrett,1979
2038,After the Love Has Gone,"Earth, Wind & Fire",1979
2039,Heaven Knows,Donna Summer and Brooklyn Dreams,1979
2040,The Gambler,Kenny Rogers,1979
2041,Lotta Love,Nicolette Larson,1979
2042,Lady,Little River Band,1979
2043,Heaven Must Have Sent You,Bonnie Pointer,1979
2044,Hold the Line,Toto,1979
2045,He's the Greatest Dancer,Sister Sledge,1979
2046,Sharing the Night Together,Dr. Hook,1979
2047,She Believes in Me,Kenny Rogers,1979
2048,In the Navy,Village People,1979
2049,Music Box Dancer,Frank Mills,1979
2050,The Devil Went Down to Georgia,The Charlie Daniels Band,1979
2051,Gold,John Stewart,1979
2052,Goodnight Tonight,Wings,1979
2053,We Are Family,Sister Sledge,1979
2054,Rock 'n' Roll Fantasy,Bad Company,1979
2055,Every 1's a Winner,Hot Chocolate,1979
2056,Take Me Home,Cher,1979
2057,Boogie Wonderland,"Earth, Wind & Fire & The Emotions",1979
2058,(Our Love) Don't Throw It All Away,Andy Gibb,1979
2059,What You Won't Do for Love,Bobby Caldwell,1979
2060,New York Groove,Ace Frehley,1979
2061,Sultans of Swing,Dire Straits,1979
2062,I Want Your Love,Chic,1979
2063,Chuck E.'s In Love,Rickie Lee Jones,1979
2064,I Love the Nightlife,Alicia Bridges,1979
2065,Ain't No Stoppin' Us Now,McFadden & Whitehead,1979
2066,Lonesome Loser,Little River Band,1979
2067,Renegade,Styx,1979
2068,Love Is the Answer,England Dan & John Ford Coley,1979
2069,Got to Be Real,Cheryl Lynn,1979
2070,Born to Be Alive,Patrick Hernandez,1979
2071,Shine a Little Love,Electric Light Orchestra,1979
2072,I Just Fall in Love Again,Anne Murray,1979
2073,Shake It,Ian Matthews,1979
2074,I Was Made for Lovin' You,Kiss,1979
2075,I Just Wanna Stop,Gino Vannelli,1979
2076,Disco Nights (Rock-Freak),GQ,1979
2077,Ooo Baby Baby,Linda Ronstadt,1979
2078,September,"Earth, Wind & Fire",1979
2079,Time Passages,Al Stewart,1979
2080,Rise,Herb Alpert,1979
2081,Don't Bring Me Down,Electric Light Orchestra,1979
2082,Promises,Eric Clapton,1979
2083,Get Used to It,Roger Voudouris,1979
2084,How Much I Feel,Ambrosia,1979
2085,Suspicions,Eddie Rabbitt,1979
2086,You Take My Breath Away,Rex Smith,1979
2087,How You Gonna See Me Now,Alice Cooper,1979
2088,Double Vision,Foreigner,1979
2089,Everytime I Think of You,The Babys,1979
2090,I Got My Mind Made Up (You Can Get It Girl),Instant Funk,1979
2091,Don't Stop 'til You Get Enough,Michael Jackson,1979
2092,"Bad Case of Loving You (Doctor, Doctor)",Robert Palmer,1979
2093,Somewhere in the Night,Barry Manilow,1979
2094,We've Got Tonight,Bob Seger & The Silver Bullet Band,1979
2095,Dance the Night Away,Van Halen,1979
2096,Dancin' Shoes,Nigel Olsson,1979
2097,The Boss,Diana Ross,1979
2098,Sail On,Commodores,1979
2099,I Do Love You,GQ,1979
2100,Strange Way,Firefall,1979
2101,Call Me,Blondie,1980
2102,"Another Brick in the Wall, Part II",Pink Floyd,1980
2103,Magic,Olivia Newton-John,1980
2104,Rock with You,Michael Jackson,1980
2105,Do That to Me One More Time,Captain & Tennille,1980
2106,Crazy Little Thing Called Love,Queen,1980
2107,Coming Up,Paul McCartney,1980
2108,Funkytown,Lipps Inc.,1980
2109,It's Still Rock and Roll to Me,Billy Joel,1980
2110,The Rose,Bette Midler,1980
2111,Escape (The Piña Colada Song),Rupert Holmes,1980
2112,Cars,Gary Numan,1980
2113,Cruisin,Smokey Robinson,1980
2114,"Working My Way Back to You/Forgive Me, Girl",The Spinners,1980
2115,Lost in Love,Air Supply,1980
2116,Little Jeannie,Elton John,1980
2117,Ride Like the Wind,Christopher Cross,1980
2118,Upside Down,Diana Ross,1980
2119,Please Don't Go,KC and the Sunshine Band,1980
2120,Babe,Styx,1980
2121,With You I'm Born Again,Billy Preston and Syreeta,1980
2122,Shining Star,The Manhattans,1980
2123,Still,Commodores,1980
2124,"Yes, I'm Ready",Teri DeSario & KC,1980
2125,Sexy Eyes,Dr. Hook,1980
2126,Steal Away,Robbie Dupree,1980
2127,Biggest Part of Me,Ambrosia,1980
2128,This Is It,Kenny Loggins,1980
2129,Cupid/I've Loved You for a Long Time,The Spinners,1980
2130,Let's Get Serious,Jermaine Jackson,1980
2131,Don't Fall in Love with a Dreamer,Kenny Rogers & Kim Carnes,1980
2132,Sailing,Christopher Cross,1980
2133,Longer,Dan Fogelberg,1980
2134,Coward of the County,Kenny Rogers,1980
2135,Ladies' Night,Kool & the Gang,1980
2136,Too Hot,Kool & the Gang,1980
2137,Take Your Time (Do It Right),The S.O.S. Band,1980
2138,No More Tears (Enough Is Enough),Barbra Streisand & Donna Summer,1980
2139,More Love,Kim Carnes,1980
2140,Pop Muzik,M,1980
2141,Brass in Pocket,The Pretenders,1980
2142,Special Lady,"Ray, Goodman & Brown",1980
2143,Send One Your Love,Stevie Wonder,1980
2144,The Second Time Around,Shalamar,1980
2145,We Don't Talk Anymore,Cliff Richard,1980
2146,Stomp!,The Brothers Johnson,1980
2147,Heartache Tonight,Eagles,1980
2148,Tired of Toein' the Line,Rocky Burnette,1980
2149,Better Love Next Time,Dr. Hook,1980
2150,Him,Rupert Holmes,1980
2151,Against the Wind,Bob Seger and the Silver Bullet Band,1980
2152,On the Radio,Donna Summer,1980
2153,Emotional Rescue,The Rolling Stones,1980
2154,Rise,Herb Alpert,1980
2155,All Out of Love,Air Supply,1980
2156,Cool Change,Little River Band,1980
2157,You're Only Lonely,J.D. Souther,1980
2158,Desire,Andy Gibb,1980
2159,Let My Love Open the Door,Pete Townshend,1980
2160,Romeo's Tune,Steve Forbert,1980
2161,Daydream Believer,Anne Murray,1980
2162,I Can't Tell You Why,Eagles,1980
2163,Don't Let Go,Isaac Hayes,1980
2164,Don't Do Me Like That,Tom Petty and the Heartbreakers,1980
2165,She's Out of My Life,Michael Jackson,1980
2166,Fame,Irene Cara,1980
2167,Fire Lake,Bob Seger and the Silver Bullet Band,1980
2168,How Do I Make You,Linda Ronstadt,1980
2169,Into the Night,Benny Mardones,1980
2170,Let Me Love You Tonight,Pure Prairie League,1980
2171,Misunderstanding,Genesis,1980
2172,An American Dream,The Dirt Band,1980
2173,One Fine Day,Carole King,1980
2174,Dim All the Lights,Donna Summer,1980
2175,You May Be Right,Billy Joel,1980
2176,Should've Never Let You Go,Neil & Dara Sedaka,1980
2177,Pilot of the Airwaves,Charlie Dore,1980
2178,Hurt So Bad,Linda Ronstadt,1980
2179,Off the Wall,Michael Jackson,1980
2180,I Pledge My Love,Peaches & Herb,1980
2181,The Long Run,Eagles,1980
2182,Stand by Me,Mickey Gilley,1980
2183,Heartbreaker,Pat Benatar,1980
2184,Déjà Vu,Dionne Warwick,1980
2185,Drivin' My Life Away,Eddie Rabbitt,1980
2186,Take the Long Way Home,Supertramp,1980
2187,Sara,Fleetwood Mac,1980
2188,Wait for Me,Hall & Oates,1980
2189,Jojo,Boz Scaggs,1980
2190,September Morn,Neil Diamond,1980
2191,Give Me the Night,George Benson,1980
2192,Broken Hearted Me,Anne Murray,1980
2193,You Decorated My Life,Kenny Rogers,1980
2194,Tusk,Fleetwood Mac,1980
2195,I Wanna Be Your Lover,Prince,1980
2196,In America,Charlie Daniels Band,1980
2197,Breakdown Dead Ahead,Boz Scaggs,1980
2198,Ships,Barry Manilow,1980
2199,All Night Long,Joe Walsh,1980
2200,Refugee,Tom Petty and the Heartbreakers,1980
2201,Bette Davis Eyes,Kim Carnes,1981
2202,Endless Love,Diana Ross & Lionel Richie,1981
2203,Lady,Kenny Rogers,1981
2204,(Just Like) Starting Over,John Lennon,1981
2205,Jessie's Girl,Rick Springfield,1981
2206,Celebration,Kool & the Gang,1981
2207,Kiss on My List,Hall & Oates,1981
2208,I Love a Rainy Night,Eddie Rabbitt,1981
2209,9 To 5,Dolly Parton,1981
2210,Keep on Loving You,REO Speedwagon,1981
2211,Theme from The Greatest American Hero (Believe It or Not),Joey Scarbury,1981
2212,Morning Train (Nine to Five),Sheena Easton,1981
2213,Being with You,Smokey Robinson,1981
2214,Queen of Hearts,Juice Newton,1981
2215,Rapture,Blondie,1981
2216,A Woman Needs Love (Just Like You Do),Raydio,1981
2217,The Tide Is High,Blondie,1981
2218,Just the Two of Us,"Grover Washington, Jr. & Bill Withers",1981
2219,Slow Hand,The Pointer Sisters,1981
2220,I Love You,Climax Blues Band,1981
2221,Woman,John Lennon,1981
2222,Sukiyaki,A Taste of Honey,1981
2223,The Winner Takes It All,ABBA,1981
2224,Stars on 45 Medley,Stars on 45,1981
2225,Angel of the Morning,Juice Newton,1981
2226,Love on the Rocks,Neil Diamond,1981
2227,Every Woman in the World,Air Supply,1981
2228,The One That You Love,Air Supply,1981
2229,Guilty,Barbra Streisand & Barry Gibb,1981
2230,The Best of Times,Styx,1981
2231,Elvira,The Oak Ridge Boys,1981
2232,Take It on the Run,REO Speedwagon,1981
2233,(There's) No Gettin' Over Me,Ronnie Milsap,1981
2234,Living Inside Myself,Gino Vannelli,1981
2235,Woman in Love,Barbra Streisand,1981
2236,The Boy from New York City,The Manhattan Transfer,1981
2237,Urgent,Foreigner,1981
2238,Passion,Rod Stewart,1981
2239,Lady (You Bring Me Up),Commodores,1981
2240,Crying,Don McLean,1981
2241,Hearts,Marty Balin,1981
2242,It's My Turn,Diana Ross,1981
2243,You Make My Dreams,Hall & Oates,1981
2244,I Don't Need You,Kenny Rogers,1981
2245,How 'Bout Us,Champaign,1981
2246,Hit Me with Your Best Shot,Pat Benatar,1981
2247,The Breakup Song (They Don't Write 'Em),The Greg Kihn Band,1981
2248,Time,The Alan Parsons Project,1981
2249,Hungry Heart,Bruce Springsteen,1981
2250,Sweetheart,Franke and the Knockouts,1981
2251,Somebody's Knockin',Terri Gibbs,1981
2252,More Than I Can Say,Leo Sayer,1981
2253,Together,Tierra,1981
2254,Too Much Time on My Hands,Styx,1981
2255,What Are We Doin' in Love,Dottie West & Kenny Rogers,1981
2256,Who's Crying Now,Journey,1981
2257,"De Do Do Do, De Da Da Da",The Police,1981
2258,This Little Girl,Gary U.S. Bonds,1981
2259,Stop Draggin' My Heart Around,Stevie Nicks & Tom Petty,1981
2260,Giving It Up for Your Love,Delbert McClinton,1981
2261,A Little in Love,Cliff Richard,1981
2262,America,Neil Diamond,1981
2263,Ain't Even Done with the Night,John Cougar,1981
2264,Arthur's Theme (Best That You Can Do),Christopher Cross,1981
2265,Another One Bites the Dust,Queen,1981
2266,Games People Play,The Alan Parsons Project,1981
2267,I Can't Stand It,Eric Clapton,1981
2268,While You See a Chance,Steve Winwood,1981
2269,Master Blaster (Jammin'),Stevie Wonder,1981
2270,Hello Again,Neil Diamond,1981
2271,Don't Stand So Close to Me,The Police,1981
2272,Hey Nineteen,Steely Dan,1981
2273,I Ain't Gonna Stand for It,Stevie Wonder,1981
2274,All Those Years Ago,George Harrison,1981
2275,Step By Step,Eddie Rabbitt,1981
2276,The Stroke,Billy Squier,1981
2277,Feels So Right,Alabama,1981
2278,Sweet Baby,Stanley Clarke & George Duke,1981
2279,Same Old Lang Syne,Dan Fogelberg,1981
2280,Cool Love,Pablo Cruise,1981
2281,Hold On Tight,Electric Light Orchestra,1981
2282,It's Now or Never,John Schneider,1981
2283,Treat Me Right,Pat Benatar,1981
2284,Winning,Santana,1981
2285,What Kind of Fool,Barbra Streisand & Barry Gibb,1981
2286,Watching the Wheels,John Lennon,1981
2287,Tell It Like It Is,Heart,1981
2288,Smoky Mountain Rain,Ronnie Milsap,1981
2289,I Made It Through the Rain,Barry Manilow,1981
2290,You've Lost That Lovin' Feelin',Hall & Oates,1981
2291,Suddenly,Olivia Newton-John & Cliff Richard,1981
2292,For Your Eyes Only,Sheena Easton,1981
2293,The Beach Boys Medley,The Beach Boys,1981
2294,Whip It,Devo,1981
2295,Modern Girl,Sheena Easton,1981
2296,Really Wanna Know You,Gary Wright,1981
2297,Seven Year Ache,Rosanne Cash,1981
2298,I'm Coming Out,Diana Ross,1981
2299,Miss Sun,Boz Scaggs,1981
2300,Time Is Time,Andy Gibb,1981
2301,Physical,Olivia Newton-John,1982
2302,Eye of the Tiger,Survivor,1982
2303,I Love Rock 'n Roll,Joan Jett & The Blackhearts,1982
2304,Ebony and Ivory,Paul McCartney and Stevie Wonder,1982
2305,Centerfold,The J. Geils Band,1982
2306,Don't You Want Me,The Human League,1982
2307,Jack & Diane,John Cougar,1982
2308,Hurts So Good,John Cougar,1982
2309,Abracadabra,Steve Miller Band,1982
2310,Hard to Say I'm Sorry,Chicago,1982
2311,Tainted Love,Soft Cell,1982
2312,Chariots of Fire,Vangelis,1982
2313,Harden My Heart,Quarterflash,1982
2314,Rosanna,Toto,1982
2315,I Can't Go for That (No Can Do),Hall & Oates,1982
2316,867-5309/Jenny,Tommy Tutone,1982
2317,Key Largo,Bertie Higgins,1982
2318,You Should Hear How She Talks About You,Melissa Manchester,1982
2319,Waiting for a Girl Like You,Foreigner,1982
2320,Don't Talk to Strangers,Rick Springfield,1982
2321,The Sweetest Thing (I've Ever Known),Juice Newton,1982
2322,Always on My Mind,Willie Nelson,1982
